ID,NUM,Drug_num,score,rank,SMILES(Standardized),Name,CAS,Formula,MolWt
TN6794,932,AUTOGEN_Drug_932,0.000938295,1,CCCCCCCCCCCCCCCCCC(=O)NCc1cccc(c1)OC,N-(3-methoxybenzyl)-octadecanamide,1429659-99-3,C26H45NO2,403.64
T5782,933,AUTOGEN_Drug_933,0.000695907,10,O=C(CC(C(=O)O)(C)C)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@H]2[C@@]1(C)CC[C@@]1([C@@H]2[C@@H](CC1)C(=C)C)C(=O)O)C)C,Bevirimat,174022-42-5,C36H56O6,584.83
T5147,934,AUTOGEN_Drug_934,0.00125365,3,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O[C@@H]1OC[C@]([C@H]1O)(O)CO)c1c(O)cc2c(c1O)c(=O)c1c(o2)cc(c(c1)OC)O,Polygalaxanthone XI,857859-82-6,C25H28O15,568.48
T3888,935,AUTOGEN_Drug_935,0.00101395,1,OC[C@H]1O[C@@H](Oc2cc3oc(=O)ccc3cc2OC)[C@@H]([C@H]([C@@H]1O)O)O,Scopolin,531-44-2,C16H18O9,354.31
T5S2129,936,AUTOGEN_Drug_936,0.00210868,2,COc1ccc(cc1)c1cc(=O)c2c(o1)c(c(cc2O)O)c1cc(ccc1OC)c1cc(=O)c2c(o1)cc(cc2O)OC,Sciadopitysin,521-34-6,C33H24O10,580.54
T5S0106,937,AUTOGEN_Drug_937,0.00077339,5,O[C@H]1CC[C@]2([C@H](C1)C(=O)C[C@@H]1[C@@H]2CC2=C(C)[C@]3(CC[C@@H]12)O[C@H]1[C@H]([C@H]3C)NC[C@H](C1)C)C,Peimisine,19773-24-1,C27H41NO3,427.62
T6S1529,938,AUTOGEN_Drug_938,0.00153827,2,O=C(O[C@@H]1C[C@](OC(=O)/C=C/c2ccc(c(c2)O)O)(C[C@H]([C@@H]1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O,"1,5-Dicaffeoylquinic acid",30964-13-7,C25H24O12,516.45
TJS0851,939,AUTOGEN_Drug_939,0.0021925,1,OC[C@H]1O[C@@H](Oc2cc(cc(c2O)O)[C@@H]2CC(=O)c3c(O2)cc(cc3O)O)[C@@H]([C@H]([C@@H]1O)O)O,Plantagoside,78708-33-5,C21H22O12,466.39
T4S1718,940,AUTOGEN_Drug_940,0.0012904,3,OC1O[C@@H]2COC(=O)c3cc(O)c(c(c3c3c(O)c(O)c4c5c3c(=O)oc3c(c(c(c6c(C(=O)O[C@H]2[C@@H]([C@H]1O)O)cc(O)c(c6O)O)c(c(=O)o4)c53)O)O)O)O,Punicalin,65995-64-4,C34H22O22,782.52
TN6706,941,AUTOGEN_Drug_941,0.00141098,3,COc1ccc2c(cc1=O)[C@H](CCc1c2c(OC)c(c(c1)O)OC)NC(=O)C,3-demethylcolchicine,7336-33-6,C21H23NO6,385.4
TQ0212,942,AUTOGEN_Drug_942,0.000612279,3,OC[C@H]1O[C@@H](S/C(=N/OS(=O)(=O)O)/CCCCS(=O)C)[C@@H]([C@H]([C@@H]1O)O)O,Glucoraphanin,21414-41-5,C12H21NO10S3,437.51
T6995,943,AUTOGEN_Drug_943,0.00199113,1,CC1CC(=O)c2c(C1)ccc1c2C(=O)c2c(C1=O)c(O)ccc2,STA21,111540-00-2,C19H14O4,306.31
T5724,944,AUTOGEN_Drug_944,0.000971551,2,CC(=CCc1c2OC34C(=CC5CC3C(OC4(C/C=C(/C(=O)O)\C)C5=O)(C)C)C(=O)c2c(c2c1OC(C)(CCC=C(C)C)CC2O)O)C,neo-gambogic acid,93772-31-7,C38H46O9??,646.8
T5749,945,AUTOGEN_Drug_945,0.000599792,2,CC(=O)O[C@@]12CO[C@@H]1C[C@@H]([C@@]1([C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)c3ccccc3)O)C(=C(C2(C)C)[C@H](C1=O)O)C)C)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O,7-Xylosyl-10-deacetyltaxol,90332-63-1,C50H57NO17,943.98
T5S0620,946,AUTOGEN_Drug_946,0.00104131,3,CC(=CCC[C@H]([C@H]1CC[C@@]2([C@]1(C)CC=C1C2=CC[C@@H]2[C@]1(C)CC[C@@H](C2(C)C)O)C)C(=O)O)C,Dehydrotrametenolic acid,29220-16-4,C30H46O3,454.69
TL0016,947,AUTOGEN_Drug_947,0.000997665,9,CS(=O)/C=C/CCN=C=S,Sulforaphene,592-95-0,C6H9NOS2,175.26
T5S1882,948,AUTOGEN_Drug_948,0.00130896,1,CCN1C[C@]2(C)CC[C@@H]([C@]34C1[C@H](C[C@H]23)[C@]12[C@H]4CC(=O)[C@@H](C1)C(=C)[C@H]2O)O,Napellonine,509-24-0,C22H31NO3,357.49
T5S2195,949,AUTOGEN_Drug_949,0.0012094,1,OC[C@H]1O[C@@]([C@H]([C@@H]1O)OC(=O)/C=C/c1ccc(c(c1)OC)O)(CO)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,Sibiricose A5,107912-97-0,C22H30O14,518.46
T3S1196,950,AUTOGEN_Drug_950,0.000757029,4,OC[C@H]1O[C@@H](O[C@@H](C(O)(C)C)CC[C@H]([C@H]2CC[C@@]3([C@]2(C)C[C@@H](O)[C@@]2([C@@H]3CC=C3[C@H]2CC[C@@H](C3(C)C)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)[C@H]([C@@H]([C@H]2O)O)O)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,mogroside IV,89590-95-4,C54H92O24,1125.31
T6S1880,951,AUTOGEN_Drug_951,0.00101095,3,COC[C@@]12CN(CC)C3[C@]4([C@@H]2[C@@H](OC)[C@@H]3[C@@]2([C@@H]3[C@H]4C[C@@]([C@@H]3OC(=O)c3ccccc3)([C@H]([C@@H]2O)OC)O)O)[C@H](C[C@H]1O)OC,Benzoylaconitine,466-24-0,C32H45NO10,603.7
T20793,952,AUTOGEN_Drug_952,0.00202694,1,O=C(OC(C(=O)[O-])Cc1ccc(c(c1)O)O)/C=C/c1ccc(c2c1C(C(=O)OC(C(=O)[O-])Cc1ccc(c(c1)O)O)C(O2)c1ccc(c(c1)O)O)O,Lithospermate B,122021-74-3,C36H28MgO16,740.9
T5713,953,AUTOGEN_Drug_953,0.0016495,2,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)c1c(O)cc(c2c1oc(cc2=O)c1ccc(c(c1)O)O)O,2''-O-??-L-Galorientin,861691-37-4,C27H30O16,610.52
TN1008,954,AUTOGEN_Drug_954,0.00149882,1,OC[C@H]1O[C@@H](Oc2cc3occc3cc2/C=C\C(=O)O)[C@@H]([C@H]([C@@H]1O)O)O,Psoralenoside,905954-17-8,C17H18O9,366.32
TQ0269,955,AUTOGEN_Drug_955,0.00045945,14,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@]3([C@H]2C(=C[C@H]3O)CO)O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,Melittoside,19467-03-9,C21H32O15,524.47
T5S1028,956,AUTOGEN_Drug_956,0.000960151,1,O=C(c1ccccc1)OC[C@]1(C)CC[C@]2([C@@H](C1)[C@]1(C)CCC3=C([C@]1(CC2)C)[C@@H](O)C[C@@H]1[C@]3(C)CC[C@H](C1(C)C)OC(=O)c1ccccc1)C,"3,29-Dibenzoyl Rarounitriol",873001-54-8,C44H58O5??,666.94
TQ0280,957,AUTOGEN_Drug_957,0.000485495,19,OCC1=C[C@H]([C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O,Feretoside,27530-67-2,C17H24O11,404.37
T8287,958,AUTOGEN_Drug_958,0.00100479,1,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3([C@H](C2)C(=O)C[C@@H]2[C@@H]3C[C@@H]3[C@H]2CC[C@H]2[C@H]3CN3C[C@@H](C)CC[C@H]3[C@@]2(C)O)C)[C@@H]([C@H]([C@@H]1O)O)O,Sipeimine-3??-D-glucoside ,32685-93-1,C33H53NO8,591.8
T4961,959,AUTOGEN_Drug_959,0.0018068,1,COC(=O)[C@H](OC(=O)[C@@H]1c2c(/C=C/C(=O)O[C@@H](C(=O)O)Cc3ccc(c(c3)O)O)ccc(c2O[C@H]1c1ccc(c(c1)O)O)O)Cc1ccc(c(c1)O)O,9'-Methyl lithospermate B,1167424-31-8,C37H32O16,732.64
TN1816,960,AUTOGEN_Drug_960,0.00124536,3,COc1cc2C[C@@H](C)[C@@H](C)[C@H](c3c(c2c(c1OC)OC)c(OC)c1c(c3)OCO1)OC(=O)C,Kadsurin,51670-40-7,C25H30O8,458.5
T19424,961,AUTOGEN_Drug_961,0.00134849,3,COC(=O)CC/C(=C/Cc1c(OC)c(C)c2c(c1O)C(=O)OC2)/C,Methyl mycophenolate,31858-66-9,C18H22O6,334.36
T5S0890,962,AUTOGEN_Drug_962,0.000786118,9,CO[C@H]1C[C@H](O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]2[C@@H]3CC[C@]3([C@]2(O)C[C@@H]([C@@H]3C2=CC(=O)OC2)OC(=O)C)C)C)O[C@H]([C@@H]1O)C,Oleandrin,465-16-7,C32H48O9,576.72
T5781,963,AUTOGEN_Drug_963,0.000751595,7,CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@H]2[C@@]1(C)CC[C@@]1([C@@H]2[C@H](C)C(=C)CC1)C)C)C,taraxasteryl acetate,6426-43-3,C32H52O2??,468.8
T5757,964,AUTOGEN_Drug_964,0.000657789,11,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1C[C@@H]([C@@H]2C)O)O,Loganetin,29748-10-5,C11H16O5,228.24
TWS1563,965,AUTOGEN_Drug_965,0.00075121,4,C/C/1=C/C[C@]2(CC[C@](O2)(C)[C@@H](CC/C(=C/CC1)/C)O)C(C)C,Incensole,22419-74-5,C20H34O2,306.49
T8158,966,AUTOGEN_Drug_966,0.00157501,1,OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(cc2)OC)[C@@H]([C@H]([C@@H]1O)O)O,Tilianin,4291-60-5,C22H22O10,446.4
TN1091,967,AUTOGEN_Drug_967,0.00150353,1,COc1c(OC)cc2c3c1c1ccccc1cc3N(CC2)C,Dehydronuciferine,7630-74-2,C19H19NO2,293.36
T3S1916,968,AUTOGEN_Drug_968,0.00103056,2,C/C=C(\C(=O)O[C@@H]1[C@H](C)[C@H](C)CC2=CC(=C(C(=O)[C@@]32c2c1cc1OCOc1c2OC3)OC)OC)/C,Heteroclitin D,140369-76-2,C27H30O8,482.52
T3868,969,AUTOGEN_Drug_969,0.00114652,2,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2C(=C[C@H]3O)COC(=O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,Agnuside,11027-63-7,C22H26O11,466.44
T9605,970,AUTOGEN_Drug_970,0.00166314,1,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)C(=O)N,Sangivamycin,18417-89-5,C12H15N5O5,309.28
T6808,971,AUTOGEN_Drug_971,0.00132983,2,Oc1ccc(cc1)Cc1nc2n(c1=O)cc([nH]c2Cc1ccccc1)c1ccc(cc1)O,Coelenterazine,55779-48-1,C26H21N3O3,423.47
T5S0662,972,AUTOGEN_Drug_972,0.000915618,1,C=CC12CN(C3C2[C@]2([C@H]4C[C@@H]1C3CO4)C(=O)Nc1c2cccc1)C,Gelsemine,509-15-9,C20H22N2O2,322.4
TN1557,973,AUTOGEN_Drug_973,0.000942278,1,C/C=C(\C(=O)O[C@H]1Cc2cc3ccc(=O)oc3cc2OC1(C)C)/C,Decursinol angelate,130848-06-5,C19H20O5,328.36
T3S1612,974,AUTOGEN_Drug_974,0.00201101,1,CC(=CCc1c(oc2c(c1=O)c(O)cc(c2[C@H]1C=C(C)C[C@H]([C@@H]1C(=O)c1ccc(cc1O)O)c1ccc(cc1O)O)O)c1ccc(cc1O)O)C,kuwanon G,75629-19-5,C40H36O11,692.7
T5813|T3801,975,AUTOGEN_Drug_975,0.00109356,1,COc1c2ccoc2c(c2c1ccc(=O)o2)OC[C@H](C(O)(C)C)O,BYAKANGELICIN,482-25-7,C17H18O7,334.32
T3S1390,976,AUTOGEN_Drug_976,0.00182985,1,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O,Leucoside,27661-51-4,C26H28O15,580.49
TN1148,977,AUTOGEN_Drug_977,0.00157343,1,OC[C@H]1O[C@@H](Oc2c(/C=C\C(=O)O)ccc3c2cco3)[C@@H]([C@H]([C@@H]1O)O)O,Isopsoralenoside,905954-18-9,C17H18O9,366.32
T5S2283,978,AUTOGEN_Drug_978,0.00141711,1,C1Oc2c(O1)cc(cc2)O[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1ccc2c(c1)OCO2,Sesamolin,526-07-8,C20H18O7,370.35
T4S0290,979,AUTOGEN_Drug_979,0.000679988,5,OC[C@@H]1O[C@H]([C@@H]([C@H]1O)O)O[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1O)O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)C)C)C(=O)O,Chikusetsusaponin IV,7518-22-1,C47H74O18,927.09
T2S2046,980,AUTOGEN_Drug_980,0.000626236,3,COC(=O)[C@@]12OC[C@]34[C@H]2[C@@H](OC(=O)CC(C)C)C(=O)O[C@@H]4C[C@@H]2[C@]([C@H]3[C@H]([C@@H]1O)O)(C)CC(=O)C(=C2C)O,Bruceine A,25514-31-2,C26H34O11,522.54
TQ0197,981,AUTOGEN_Drug_981,0.00148818,4,CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccc(cc1)N(=O)=O,Acenocoumarol,152-72-7,C19H15NO6,353.33
T8211,982,AUTOGEN_Drug_982,0.00107857,3,O=c1ccc2c(o1)cc1c(c2)CC(C(O1)(C)C)O,"3',4'-dihydro-3'-hydroxy-Xanthyletin",5993-18-0,C14H14O4,246.26
T5795,983,AUTOGEN_Drug_983,0.00112507,2,COc1cc2oc(=O)ccc2cc1CC=C(C)C,Suberosin,581-31-7,C15H16O3,244.28
T5A2455,984,AUTOGEN_Drug_984,0.000902411,4,O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2[C@H](O)C(=O)[C@]2([C@]1(O)CC[C@@H]2c1ccc(=O)oc1)C)C,Arenobufagin,464-74-4,C24H32O6,416.5
T3S0057,985,AUTOGEN_Drug_985,0.00124315,2,COc1c(OC)ccc2c1CN(C)c1c2ccc2c1cc1OCOc1c2,Dihydrochelerythrine,6880-91-7,C21H19NO4,349.38
T3S1873,986,AUTOGEN_Drug_986,0.00094986,3,COC[C@]12CC[C@@H]([C@@]34[C@@H]2C[C@@H](C3N(C1)CC)[C@@]1([C@@H]2[C@H]4C[C@@H]([C@@H]2O)[C@H](C1)OC)O)OC,Talatisamine,20501-56-8,C24H39NO5,421.57
T8716,987,AUTOGEN_Drug_987,0.000550789,3,O=C1O[C@@H]2C[C@@]3([C@H]1CO[C@@]14C(=O)[C@@H]3[C@@]3([C@@]2(C)OC(=O)[C@@]3(O)CC[C@H]2[C@H]4C[C@H]3O[C@]43[C@]2(C)C(=O)C=CC4)O1)C,physalin F,57423-71-9,C28H30O10??,526.5
TJP2872,988,AUTOGEN_Drug_988,0.00060379,1,CC(CC(=O)O[C@@H]1OC=C(C2=C[C@@H]([C@@]3([C@@H]12)CO3)OC(=O)CC(OC(=O)C)(C)C)COC(=O)C)C,Acevaltrate,25161-41-5,C24H32O10,480.51
T3S1944,989,AUTOGEN_Drug_989,0.000665634,4,OC[C@H]1O[C@@H](O[C@@H]2CC[C@@]3([C@@H](C2(C)C)CCC2=C[C@@](CC[C@@H]32)(C)[C@H](CO)O)C)[C@@H]([C@H]([C@@H]1O)O)O,Darutoside,59219-65-7,C26H44O8,484.63
TQ0288,990,AUTOGEN_Drug_990,0.00156517,1,COc1cc(CCC(CC(=O)CCc2ccc(c(c2)OC)O)O)ccc1O,Hexahydrocurcumin,36062-05-2,C21H26O6,374.43
T3S1892,991,AUTOGEN_Drug_991,0.00100234,3,COC[C@]12CC[C@@H]([C@@]34[C@@H]2[C@@H](OC)C([C@H]3N(C1)CC)[C@@]1([C@@H]2[C@H]4C[C@@]([C@@H]2OC(=O)c2ccc(cc2)OC)([C@H](C1)OC)O)OC(=O)C)OC,Crassicauline A,79592-91-9,C35H49NO10,643.77
T5736,992,AUTOGEN_Drug_992,0.00153827,2,O=C(O[C@@H]1C[C@@](OC(=O)/C=C/c2ccc(c(c2)O)O)(C[C@H]([C@H]1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O,CYNARIN,19870-46-3,C25H24O12,516.45
T15716,993,AUTOGEN_Drug_993,0.0012,1,CC[C@@H](C(=O)[C@H]([C@H]([C@@H](CCc1ccc(c(c1C(=O)O[Na])O)C)C)O)C)[C@H]1O[C@](C[C@@H]1C)(CC)[C@H]1CC[C@]([C@@H](O1)C)(O)CC,Lasalocid sodium,25999-20-6,C34H53NaO8,612.77
TN6444,994,AUTOGEN_Drug_994,0.0016019,1,CC(CC1NC(=O)C(NC1=O)Cc1ccc(cc1)O)C,Cyclo(Tyr-Leu),82863-65-8,C15H20N2O3,276.33
T3814,995,AUTOGEN_Drug_995,0.00268921,1,COc1cc(/C=C/c2cc(O)cc(c2)O)ccc1O,Isorhapontigenin,32507-66-7,C15H14O4,258.27
T8724,996,AUTOGEN_Drug_996,0.00110557,1,COC1c2c3OCOc3ccc2c2c(N1C)c1cc3OCOc3cc1cc2,6-Methoxydihydrosanguinarine,72401-54-8,C21H17NO5,363.36
T12139,997,AUTOGEN_Drug_997,0.000938295,1,CCCCCCCCCCCCCCCC(=O)NCc1cccc(c1)OC,N-(3-Methoxybenzyl)Palmitamide,847361-96-0,C24H41NO2,375.59
T4S1983,998,AUTOGEN_Drug_998,0.00107063,5,O[C@H]1CC[C@]2([C@](C1)(O)CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)C,Periplogenin,514-39-6,C23H34O5,390.52
TN5073,999,AUTOGEN_Drug_999,0.00103373,5,O=C[C@@]12CC[C@@H](C[C@@]2(O)CC[C@@H]2[C@@H]1CC[C@]1([C@]2(O)CC[C@@H]1C1=CC(=O)OC1)C)O,Strophanthidin,66-28-4,C23H32O6,404.5
T4934,1000,AUTOGEN_Drug_1000,0.000807656,5,Cn1cc(nc1)C[C@@H](C(=O)O)N,1-Methyl-L-histidine,332-80-9,C7H11N3O2,169.18
T5772,1001,AUTOGEN_Drug_1001,0.000663172,6,OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO[C@]1(CO[C@]2(CO)O[C@@H]([C@H]([C@@H]2O)O)CO)O[C@@H]([C@H]([C@@H]1O)O)CO)OC[C@@]1(O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)O[C@@H]([C@H]([C@@H]1O)O)CO,1F-fructofuranosylnystose,59432-60-9,C30H52O26,828.72
TQ0180,1002,AUTOGEN_Drug_1002,0.000955949,3,OC(=O)CC1C(=O)O[C@@H]2[C@H]3COC(=O)c4cc(O)c(c(c4c4c(C(=O)O[C@@H]2[C@@H](OC(=O)c2c5C1C(O)C(=O)Oc5c(c(c2)O)O)[C@H](O3)OC(=O)c1cc(O)c(c(c1)O)O)cc(O)c(c4O)O)O)O,Chebulagic acid,23094-71-5,C41H27O27,954.66
TN1480|T3S1852,1003,AUTOGEN_Drug_1003,0.00131489,1,CC[C@H]1CN2CCc3c([C@@H]2C[C@@H]1C[C@H]1NCCc2c1cc(OC)c(c2)O)cc(c(c3)OC)OC,Cephaeline,483-17-0,C28H38N2O4,466.62
T6S1676,1004,AUTOGEN_Drug_1004,0.000732888,1,O[C@H]1[C@H](O)CO[C@H]([C@@H]1O)O[C@H]1CC[C@]23[C@H](C1(C)C)CC[C@@H]1[C@@]3(C2)CC[C@]2([C@@]1(C)[C@@H](O)[C@@]13[C@@H]2[C@H](C)C[C@@H](O1)[C@H](O3)C(O)(C)C)C,Cimigenoside,27994-11-2,C35H56O9,620.82
T8201,1005,AUTOGEN_Drug_1005,0.00113314,1,CC(=CCc1c(O)c(C/C=C(/CCC=C(C)C)\C)c(c2c1O[C@]13C(=C[C@@H]4C[C@H]1C(O[C@@]3(C/C=C(\C(=O)O)/C)C4=O)(C)C)C2=O)O)C,Gambogenic acid,173932-75-7,C38H46O8,630.77
T5742,1006,AUTOGEN_Drug_1006,0.00285155,1,Oc1cc(O)c2c(c1)c1oc3c(c1c(=O)o2)cc(c(c3)O)O,Isodemethylwedelolacton,350681-33-3,C15H8O7,300.22
T3896,1007,AUTOGEN_Drug_1007,0.00051222,10,OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@@H]3[C@H]2[C@@](C)(O)C[C@H]3O)C(=O)OC)[C@@H]([C@H]([C@@H]1O)O)O,Shanzhiside methyl ester,64421-28-9,C17H26O11,406.38
T4S1999,1008,AUTOGEN_Drug_1008,0.00064184,1,CC(=O)OCC1=CO[C@H]([C@H]2C1=C[C@@H]([C@]12OC1)OC(=O)CC(C)C)OC(=O)CC(C)C,Valepotriate,18296-44-1,C22H30O8,422.47
T4589,1009,AUTOGEN_Drug_1009,0.0018068,1,COC(=O)[C@@H](Cc1ccc(c(c1)O)O)OC(=O)/C=C/c1ccc(c2c1[C@H](C(=O)O[C@@H](C(=O)O)Cc1ccc(c(c1)O)O)[C@H](O2)c1ccc(c(c1)O)O)O,9'''-MethyllithosperMate B,1167424-32-9,C37H32O16,732.7
T19535,1010,AUTOGEN_Drug_1010,0.00134092,2,CCC1=C(C)/C/2=C/c3[nH]c(c(c3C=C)C)/C=C/3\N=C(C4=c5[nH]/c(=C\C1=N2)/c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C,Pyropheophorbide-a,24533-72-0,C33H34N4O3,534.65
T22308,1011,AUTOGEN_Drug_1011,0.0010366,4,COc1ccc2c(c1)OC(C(=O)N2O)O,Dimboa,15893-52-4,C9H9NO5,211.17
T5S0483,1012,AUTOGEN_Drug_1012,0.00127786,3,OC[C@H]1O[C@@H](Oc2c(OC)cc(cc2OC)[C@@H]2OC[C@@H]3[C@H]2CO[C@H]3c2cc(OC)c(c(c2)OC)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1OC[C@]([C@H]1O)(O)CO,(-)-Syringaresnol-4-O-beta-D-apiofuranos,136997-64-3,C33H44O17,712.69
T5S0281,1013,AUTOGEN_Drug_1013,0.00136679,1,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OCCc3ccc(c(c3)O)O)[C@@H]([C@H]([C@@H]2OC(=O)/C=C/c2ccc(c(c2)O)O)O[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)OC(=O)C)[C@@H]([C@H]([C@@H]1O)O)O,Tubuloside A,112516-05-9,C37H48O21,828.77
T3S1534,1014,AUTOGEN_Drug_1014,0.000928616,1,C=C[C@H]1[C@@H](OC=C([C@H]1CC(=O)O)C(=O)OC)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,Secoxyloganin,58822-47-2,C17H24O11,404.36
T6S1572,1015,AUTOGEN_Drug_1015,0.000752893,2,C[C@@H]1C[C@H]2C(=O)C=C3[C@]4([C@@H]2[C@@H]([C@H]1C)c1cc2OCOc2cc1O4)OCO3,Sauchinone,177931-17-8,C20H20O6,356.37
T5S1607,1016,AUTOGEN_Drug_1016,0.00225322,1,CC(=CCc1c(oc2c(c1=O)c(O)cc1c2C=CC(O1)(C)C)c1ccc(cc1O)O)C,Morusin,62596-29-6,C25H24O6,420.46
T5S2357,1017,AUTOGEN_Drug_1017,0.000843433,2,CC(=O)O[C@H]1Cc2cc3OCOc3cc2[C@@H]2[C@@]1(C)c1ccc3c(c1CN2C)OCO3,Acetylcorynoline,18797-80-3,C23H23NO6,409.43
T3836,1018,AUTOGEN_Drug_1018,0.00177699,1,COc1cc(ccc1OC)[C@@H]1OC[C@@H]2[C@H]1CO[C@H]2c1ccc(c(c1)OC)OC,Eudesmin,526-06-7,C22H26O6,386.4
T16943,1019,AUTOGEN_Drug_1019,0.00120089,3,CC[C@@H](C(C)C)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)CC[C@@H](C2)O)C,Stigmastanol,83-45-4,C29H52O,416.72
T1719,1020,AUTOGEN_Drug_1020,0.00100347,3,O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2c1ccc(=O)oc1)C)C,Bufalin,465-21-4,C24H34O4,386.52
T5S2139,1021,AUTOGEN_Drug_1021,0.00145683,1,COc1ccc(cc1)c1oc2c(CC=C(C)C)c(O[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)cc(c2c(=O)c1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O,Epimedin A1,140147-77-9,C39H50O20,838.8
TP1232L,1022,AUTOGEN_Drug_1022,0.000691187,5,NCCCC[C@@H](C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CC(=O)N)[C@H](O)C)C)[C@H](O)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccc(cc1)O)[C@H](O)C)CC(=O)N)CO)C(C)C)CC(=O)N)[C@H](O)C)CC(C)C)C(C)C)CC(C)C)CC(=O)N)CC(=O)N)CO)CO)CCCNC(=N)N)C(C)C)CC(C)C)Cc1ccccc1)CC(=O)N)C)CC(C)C)CCCNC(=N)N)CCC(=O)N)[C@H](O)C)C)N,"Amylin, amide, rat acetate(124447-81-0,free base)",TP1232L,C169H276N52O55S2,3980.45
T3876,1023,AUTOGEN_Drug_1023,0.00204681,1,COc1cc(OC)cc(c1CCC(=O)c1ccc(cc1)O)OC,Loureirin B,119425-90-0,C18H20O5,316.35
